client_id,cin,nom,prenom,age,ville,profession,revenu_mensuel,date_creation,statut_kyc
4184,41920912,Renard,Anastasie,62,Sfax,Etudiant,201,2023-11-22,A_VERIFIER
4185,11572026,Masse,Christine,53,Tunis,Etudiant,210,2025-04-06,RISQUE
4186,56157714,Roche,Lorraine,52,Ariana,Employé,1627,2026-01-21,OK
4187,64446341,Sauvage,Marcel,30,Ariana,Employé,2058,2025-01-01,RISQUE
4188,93391160,Charles,Émilie,66,Sousse,Employé,1394,2024-11-20,OK
4189,25813415,Vallet,Roger,43,Nabeul,Cadre,4006,2025-07-10,OK
4190,55278396,Marques,Julien,42,Ariana,Indépendant,2855,2023-04-27,A_VERIFIER
4191,55765962,Coulon,Pénélope,55,Tunis,Indépendant,3177,2025-10-25,RISQUE
4192,71245697,Dupré,Étienne,62,Bizerte,Indépendant,3084,2024-01-22,RISQUE
4193,79668788,Charles,Christophe,56,Ariana,Employé,1828,2024-04-03,OK
4194,67245809,Clerc,André,31,Ariana,Retraité,781,2025-10-08,A_VERIFIER
4195,26942058,Gauthier,Michel,36,Tunis,Commerçant,1435,2025-01-14,RISQUE
4196,24916551,Mathieu,Emmanuelle,24,Sousse,Etudiant,208,2023-08-30,A_VERIFIER
4197,26951598,Perrot,Thibault,23,Sousse,Etudiant,341,2024-12-30,OK
4198,68540955,Lenoir,Émile,29,Kairouan,Employé,1210,2025-06-10,A_VERIFIER
4199,34509818,Chauvin,Thérèse,45,Bizerte,Cadre,2500,2025-06-29,OK
4200,36156080,Blanchard,Zoé,52,Tunis,Fonctionnaire,2311,2023-01-13,RISQUE
4201,12244018,Philippe,Nath,56,Ariana,Indépendant,3070,2024-02-27,OK
4202,80541440,Brunel,Renée,58,Tunis,Commerçant,1932,2022-06-09,OK
4203,85548877,Laporte,Édith,58,Monastir,Commerçant,1972,2021-07-19,OK
4204,81559021,Étienne,Élodie,65,Ariana,Cadre,3684,2023-02-08,RISQUE
4205,81252175,Brun,Alix,53,Ben Arous,Cadre,4314,2022-07-01,A_VERIFIER
4206,23440304,Bazin,Jacques,30,Kairouan,Commerçant,2109,2023-01-26,OK
4207,30407950,Gimenez,Juliette,38,Kairouan,Fonctionnaire,2289,2024-10-02,A_VERIFIER
4208,37138304,Lopes,Benoît,31,Sousse,Indépendant,901,2024-07-22,RISQUE
4209,49795077,Perrier,Dorothée,42,Sousse,Fonctionnaire,1907,2024-09-23,A_VERIFIER
4210,73960898,Bigot,Tristan,46,Ariana,Fonctionnaire,1830,2022-04-21,RISQUE
4211,50264407,Martin,Denis,49,Tunis,Fonctionnaire,2077,2023-04-14,A_VERIFIER
4212,84592492,Laroche,Thierry,34,Ben Arous,Indépendant,2523,2022-12-03,OK
4213,92291206,Valentin,Daniel,45,Ariana,Etudiant,316,2021-08-25,RISQUE
4214,65079671,Joly,Guy,33,Gabès,Commerçant,1637,2025-03-28,RISQUE
4215,31508787,Salmon,Susan,65,Sousse,Fonctionnaire,2162,2023-03-18,RISQUE
4216,62511111,Leroux,Madeleine,44,Monastir,Fonctionnaire,2308,2024-09-16,OK
4217,62479086,Maury,Léon,57,Sfax,Commerçant,3061,2023-04-06,OK
4218,57030876,Guérin,Maurice,40,Tunis,Etudiant,209,2023-07-01,OK
4219,28849582,Maréchal,Gérard,42,Sousse,Employé,1620,2026-02-17,A_VERIFIER
4220,30380452,Leclerc,Capucine,67,Nabeul,Indépendant,1637,2022-05-11,A_VERIFIER
4221,46972997,Samson,Victor,59,Ben Arous,Indépendant,1225,2021-03-28,A_VERIFIER
4222,95464025,Lemaire,Dorothée,56,Gabès,Retraité,1817,2023-10-17,A_VERIFIER
4223,80362430,Henry,Pénélope,25,Gabès,Commerçant,2347,2025-02-25,OK
4224,41162829,Peltier,Brigitte,22,Gabès,Etudiant,348,2023-09-09,OK
4225,26759028,Allard,Noémi,38,Tunis,Etudiant,135,2025-01-04,A_VERIFIER
4226,30626125,Guérin,Olivie,45,Gabès,Retraité,1714,2024-01-19,OK
4227,46521017,Fournier,Alex,24,Nabeul,Ouvrier,1249,2023-04-27,OK
4228,25144802,Toussaint,Chantal,48,Nabeul,Commerçant,2510,2024-10-08,OK
4229,88514495,Roy,Mathilde,47,Tunis,Fonctionnaire,2228,2025-04-17,A_VERIFIER
4230,49071710,Jean,Dorothée,28,Sfax,Etudiant,250,2022-01-09,OK
4231,21888060,Foucher,Josette,50,Sousse,Fonctionnaire,1704,2024-03-25,OK
4232,42385743,Chartier,Clémence,51,Ben Arous,Etudiant,362,2024-10-28,OK
4233,66596142,Boyer,Lucie,26,Sousse,Ouvrier,918,2022-01-15,A_VERIFIER
4234,47608285,Ramos,Nath,38,Tunis,Fonctionnaire,2292,2023-06-30,RISQUE
4235,43778683,Riou,Danielle,25,Ben Arous,Retraité,1055,2023-12-11,OK
4236,66323846,Martineau,Virginie,46,Bizerte,Ouvrier,842,2023-04-14,OK
4237,57870268,Perez,Alexandre,52,Bizerte,Etudiant,369,2022-01-03,A_VERIFIER
4238,75169251,Berger,Isabelle,32,Tunis,Indépendant,2656,2025-05-10,RISQUE
4239,39714212,Maury,Bernadette,63,Ariana,Etudiant,371,2023-05-29,A_VERIFIER
4240,23954006,Valette,Valérie,67,Monastir,Fonctionnaire,2127,2025-04-18,OK
4241,85251955,Seguin,Virginie,22,Sfax,Fonctionnaire,1628,2025-12-16,OK
4242,60442020,Seguin,Diane,65,Monastir,Commerçant,2691,2024-05-26,OK
4243,15650731,Marion,Franck,57,Bizerte,Etudiant,200,2021-12-26,RISQUE
4244,87259150,Gauthier,Georges,35,Tunis,Retraité,1771,2023-03-06,A_VERIFIER
4245,58412445,Blin,Margot,26,Gabès,Cadre,4264,2024-09-25,A_VERIFIER
4246,62847572,Wagner,Noémi,51,Kairouan,Retraité,1061,2021-06-26,OK
4247,56614414,Jourdan,Simone,63,Nabeul,Cadre,4345,2024-11-21,RISQUE
4248,71839874,Baudry,Dorothée,41,Nabeul,Employé,2025,2021-06-18,A_VERIFIER
4249,63511633,Techer,Noémi,58,Bizerte,Employé,1656,2024-10-26,A_VERIFIER
4250,99800835,Michel,Martin,43,Sfax,Retraité,1531,2025-12-20,OK
4251,34258202,Laurent,Louise,64,Kairouan,Retraité,1890,2023-12-12,A_VERIFIER
4252,23261275,Klein,Antoinette,48,Ariana,Cadre,4372,2021-05-22,RISQUE
4253,71286924,Fleury,Agathe,29,Nabeul,Fonctionnaire,2209,2024-01-27,A_VERIFIER
4254,57295434,Menard,Robert,49,Kairouan,Retraité,1204,2024-12-09,RISQUE
4255,16415488,Germain,Céline,23,Nabeul,Employé,1600,2023-05-21,RISQUE
4256,31554308,Lacroix,Frédérique,59,Nabeul,Employé,1774,2025-10-20,RISQUE
4257,97011596,Lebrun,Nicole,57,Ben Arous,Employé,1368,2024-07-23,OK
4258,56780131,Valette,Sylvie,26,Bizerte,Indépendant,3897,2022-08-11,OK
4259,77086906,Blanc,Xavier,54,Ariana,Etudiant,242,2024-02-21,RISQUE
4260,92732173,Tanguy,Nicole,37,Kairouan,Etudiant,176,2023-01-31,RISQUE
4261,52484493,Schneider,Eugène,68,Sousse,Employé,1766,2021-11-30,RISQUE
4262,95825759,Lebon,Thomas,52,Ariana,Cadre,4082,2025-05-17,A_VERIFIER
4263,95828882,Lemoine,Olivie,56,Bizerte,Cadre,4693,2024-05-26,RISQUE
4264,37131995,Aubry,Mathilde,35,Gabès,Indépendant,2695,2025-04-11,A_VERIFIER
4265,57055917,Marques,Susan,65,Ariana,Indépendant,2858,2024-11-14,OK
4266,58514771,Faivre,Hugues,30,Sousse,Retraité,1706,2022-07-31,RISQUE
4267,53320084,Durand,Frédéric,53,Ariana,Etudiant,274,2022-10-05,A_VERIFIER
4268,88094160,Ruiz,Corinne,25,Sfax,Employé,1117,2025-11-30,OK
4269,49755786,Boulay,Gabrielle,40,Sousse,Indépendant,2115,2025-09-22,RISQUE
4270,33878421,Chauvin,Laure,33,Tunis,Ouvrier,1123,2021-10-16,OK
4271,36658273,Morin,Éric,39,Ariana,Etudiant,238,2024-08-03,OK
4272,45348929,Rodrigues,Michelle,70,Ariana,Employé,1436,2024-01-15,OK
4273,81514930,Monnier,Anastasie,49,Ariana,Fonctionnaire,1765,2022-04-12,A_VERIFIER
4274,61706059,Duval,Camille,63,Bizerte,Cadre,3620,2023-08-25,OK
4275,92331842,Colas,Émile,42,Bizerte,Fonctionnaire,1577,2023-11-26,A_VERIFIER
4276,40175481,Pichon,Valérie,40,Bizerte,Commerçant,2311,2021-06-29,RISQUE
4277,43004621,Lévy,Honoré,61,Gabès,Retraité,1360,2023-06-23,RISQUE
4278,13537870,Costa,Maurice,64,Monastir,Etudiant,169,2023-01-04,OK
4279,42930552,Jean,Brigitte,41,Nabeul,Retraité,1528,2022-12-25,OK
4280,29512130,Richard,Théodore,65,Monastir,Fonctionnaire,2253,2023-03-22,A_VERIFIER
4281,12788232,Raymond,Christine,48,Gabès,Ouvrier,1279,2024-11-17,RISQUE
4282,65636716,Berthelot,Françoise,64,Monastir,Cadre,3368,2025-12-23,OK
4283,35801896,Pasquier,Julien,23,Monastir,Indépendant,3711,2025-07-23,OK
4284,87966489,Alexandre,Lorraine,37,Kairouan,Retraité,1858,2026-01-15,OK
4285,61956191,Letellier,Raymond,36,Ariana,Ouvrier,896,2024-03-29,A_VERIFIER
4286,45374067,Perret,Alexandrie,68,Nabeul,Indépendant,3042,2024-03-31,OK
4287,41501680,Julien,Élodie,23,Nabeul,Retraité,1405,2024-03-08,A_VERIFIER
4288,20340193,Jacquot,Grégoire,34,Gabès,Retraité,1608,2023-11-19,A_VERIFIER
4289,43137733,Tanguy,Inès,21,Ben Arous,Ouvrier,1201,2022-03-30,RISQUE
4290,22968305,Guillou,Mathilde,53,Monastir,Etudiant,300,2025-03-12,OK
4291,81854791,Bouvier,François,50,Sfax,Employé,1660,2023-01-31,RISQUE
4292,56753777,Wagner,Martine,55,Tunis,Indépendant,2598,2025-11-10,A_VERIFIER
4293,40059912,Turpin,René,65,Kairouan,Ouvrier,802,2026-01-12,A_VERIFIER
4294,17140578,Jacques,Laure,49,Sfax,Employé,1504,2024-11-14,OK
4295,76724054,Maury,Bernadette,39,Gabès,Etudiant,350,2021-09-11,A_VERIFIER
4296,32997024,Simon,Gabrielle,28,Ben Arous,Indépendant,1830,2024-12-17,OK
4297,85027178,Delahaye,Bertrand,51,Monastir,Commerçant,1945,2024-02-07,OK
4298,73971718,Munoz,William,45,Ben Arous,Etudiant,260,2021-09-09,A_VERIFIER
4299,57568410,François,Michelle,40,Ben Arous,Etudiant,167,2023-06-30,OK
4300,86471037,Fleury,Nathalie,64,Gabès,Cadre,3787,2021-05-19,A_VERIFIER
4301,90227105,Marin,Aurore,66,Monastir,Commerçant,2187,2022-04-13,RISQUE
4302,63183240,Fabre,Margaud,27,Ben Arous,Ouvrier,817,2024-12-28,OK
4303,51584044,Tanguy,Marthe,68,Gabès,Employé,1338,2023-09-27,RISQUE
4304,54363421,Rey,Hélène,49,Monastir,Etudiant,308,2025-06-20,A_VERIFIER
4305,64645674,Meunier,Pauline,22,Kairouan,Indépendant,1984,2025-09-26,RISQUE
4306,88768688,Gomes,Aimé,61,Kairouan,Cadre,3317,2021-08-06,OK
4307,58096857,Coste,Georges,51,Tunis,Indépendant,2458,2021-10-01,A_VERIFIER
4308,92389614,Andre,Éléonore,56,Bizerte,Indépendant,3412,2024-08-31,OK
4309,31636866,Peron,Léon,26,Sfax,Ouvrier,973,2023-04-06,RISQUE
4310,90735381,Becker,Patricia,51,Bizerte,Cadre,3978,2022-09-03,RISQUE
4311,34325365,Martinez,Manon,29,Ariana,Commerçant,2367,2025-05-10,OK
4312,26039031,Rémy,Emmanuel,26,Gabès,Employé,1171,2021-12-12,OK
4313,64164273,Baudry,Martine,49,Kairouan,Commerçant,2539,2024-06-10,A_VERIFIER
4314,64703681,Weber,Marthe,51,Ariana,Fonctionnaire,2258,2025-03-07,RISQUE
4315,28590430,Le Goff,Jules,58,Bizerte,Employé,1461,2021-12-17,OK
4316,51767937,Monnier,Joseph,35,Sousse,Etudiant,333,2024-10-22,OK
4317,43824764,Didier,Éric,29,Bizerte,Fonctionnaire,1830,2022-09-19,OK
4318,44964465,Maréchal,Luc,24,Kairouan,Cadre,4907,2023-01-28,OK
4319,57137357,Jourdan,Luce,54,Sfax,Ouvrier,1020,2021-11-03,RISQUE
4320,55596469,Sauvage,Odette,40,Ben Arous,Etudiant,221,2021-12-12,A_VERIFIER
4321,80312275,Boucher,Alphonse,51,Sousse,Commerçant,2342,2021-08-31,OK
4322,84776506,Lopez,Maggie,51,Monastir,Retraité,1516,2024-04-27,OK
4323,22816494,Roy,Adrien,32,Bizerte,Ouvrier,1162,2025-08-24,RISQUE
4324,11688255,Thomas,Victor,30,Ben Arous,Ouvrier,856,2024-06-02,RISQUE
4325,51106043,Leroy,Susanne,69,Ariana,Employé,1384,2025-12-23,A_VERIFIER
4326,85613530,Besson,Daniel,57,Ben Arous,Ouvrier,1138,2022-08-12,OK
4327,35297638,Bousquet,Laure,61,Nabeul,Indépendant,2483,2025-05-20,OK
4328,34398998,Regnier,Martin,47,Tunis,Fonctionnaire,2405,2024-01-31,A_VERIFIER
4329,23014526,Normand,Honoré,41,Bizerte,Etudiant,391,2024-04-30,OK
4330,87038964,Schmitt,Brigitte,63,Nabeul,Commerçant,2195,2022-08-28,A_VERIFIER
4331,78092509,Gérard,Sylvie,59,Sousse,Retraité,1765,2024-12-06,RISQUE
4332,14072389,Loiseau,Auguste,51,Gabès,Employé,1300,2025-09-20,RISQUE
4333,26144121,Langlois,Stéphane,62,Ben Arous,Indépendant,3428,2022-01-23,OK
4334,56849237,Normand,Jules,52,Ariana,Fonctionnaire,2206,2025-07-22,A_VERIFIER
4335,32466075,Roussel,Colette,47,Ariana,Etudiant,289,2022-10-16,RISQUE
4336,91000851,Meyer,Juliette,66,Ben Arous,Ouvrier,913,2024-01-07,RISQUE
4337,71024383,Delmas,Emmanuelle,44,Sfax,Etudiant,111,2024-06-15,A_VERIFIER
4338,70120895,Ferreira,Marguerite,50,Nabeul,Fonctionnaire,2292,2025-11-11,A_VERIFIER
4339,18786373,Maillot,Paul,40,Monastir,Cadre,3046,2024-04-04,RISQUE
4340,28975887,Dupuis,Thérèse,45,Gabès,Retraité,1449,2025-04-27,RISQUE
4341,35278591,Antoine,Augustin,51,Nabeul,Employé,1753,2024-03-12,OK
4342,17868404,Voisin,Suzanne,42,Kairouan,Retraité,1610,2021-12-26,RISQUE
4343,79772254,Robin,Margaud,37,Sfax,Ouvrier,1259,2023-11-15,A_VERIFIER
4344,80778039,Thibault,Hortense,59,Kairouan,Fonctionnaire,2440,2025-09-02,OK
4345,80017740,Carlier,Olivie,41,Sousse,Cadre,3868,2025-10-17,RISQUE
4346,96328642,Bourgeois,Roland,43,Sfax,Commerçant,2360,2023-11-15,OK
4347,28183236,Pons,Paulette,54,Bizerte,Cadre,4222,2022-10-31,A_VERIFIER
4348,49320311,Toussaint,Aurélie,59,Bizerte,Fonctionnaire,1701,2024-08-01,RISQUE
4349,68403344,Hoareau,Émile,70,Gabès,Commerçant,1989,2025-04-26,OK
4350,13198965,Marin,François,33,Nabeul,Fonctionnaire,1991,2023-11-18,RISQUE
4351,85330101,Guillet,Juliette,34,Monastir,Cadre,3062,2024-06-14,RISQUE
4352,51056878,Mahe,Simone,28,Sfax,Employé,1560,2023-08-04,RISQUE
4353,17397482,Evrard,Véronique,34,Gabès,Commerçant,2254,2021-07-02,RISQUE
4354,35243522,Blanc,Thibault,32,Monastir,Cadre,3274,2026-02-22,A_VERIFIER
4355,86675220,Allard,Jérôme,46,Monastir,Commerçant,2504,2023-10-25,RISQUE
4356,16436549,Joubert,Antoine,57,Monastir,Fonctionnaire,2352,2021-07-19,RISQUE
4357,50660713,Collin,Laurent,30,Sfax,Cadre,4382,2024-02-20,RISQUE
4358,82177418,Roux,Valentine,37,Ariana,Ouvrier,956,2024-11-01,A_VERIFIER
4359,78232914,Hardy,Claude,21,Ariana,Indépendant,3314,2022-08-30,OK
4360,78282676,Lemaître,Maggie,52,Monastir,Fonctionnaire,2342,2021-07-11,RISQUE
4361,38788785,Perrin,Céline,53,Gabès,Fonctionnaire,2237,2022-09-22,A_VERIFIER
4362,39738238,Mendès,Timothée,38,Tunis,Commerçant,2033,2021-10-07,A_VERIFIER
4363,37327834,Costa,Lucas,59,Ariana,Retraité,1637,2026-01-02,A_VERIFIER
4364,95955870,Raymond,Alexandre,45,Nabeul,Indépendant,3736,2021-07-13,OK
4365,61202550,Leclerc,Marie,32,Ariana,Employé,1420,2022-02-19,A_VERIFIER
4366,48982422,Thomas,Olivier,23,Ariana,Etudiant,424,2023-12-17,A_VERIFIER
4367,33764288,Perrier,Valérie,56,Kairouan,Ouvrier,929,2023-02-02,A_VERIFIER
4368,59899973,Maréchal,Benjamin,27,Bizerte,Employé,1557,2022-06-22,OK
4369,29014547,Joseph,Paul,63,Gabès,Etudiant,193,2023-05-06,OK
4370,66752704,Bazin,Henriette,28,Nabeul,Etudiant,268,2023-10-13,RISQUE
4371,37498028,Guibert,Nathalie,39,Bizerte,Fonctionnaire,1656,2023-06-19,OK
4372,64922351,Blot,Alain,35,Gabès,Commerçant,2140,2024-09-07,RISQUE
4373,65517801,Hoareau,Roger,56,Nabeul,Fonctionnaire,1840,2022-10-04,OK
4374,75527308,Fleury,Joséphine,22,Kairouan,Employé,1579,2021-03-27,RISQUE
4375,94092385,Jacquot,Anastasie,69,Sousse,Cadre,4830,2021-07-02,OK
4376,70280967,Rodriguez,Margaud,34,Kairouan,Indépendant,3352,2023-01-16,RISQUE
4377,19465618,Diaz,Gabriel,31,Ariana,Etudiant,52,2022-02-16,RISQUE
4378,31330395,Camus,Daniel,52,Ariana,Fonctionnaire,2728,2022-09-15,OK
4379,82066827,Millet,Jacques,47,Sousse,Commerçant,2463,2023-04-30,OK
4380,63446108,Jacquet,Élise,60,Ben Arous,Retraité,1304,2023-08-01,OK
4381,48212434,Colas,Raymond,38,Ariana,Commerçant,2410,2022-01-26,OK
4382,26025691,Delaunay,Valentine,63,Sfax,Commerçant,2417,2022-11-12,A_VERIFIER
4383,21610244,Berthelot,Camille,49,Sousse,Indépendant,2433,2025-05-20,OK
4384,36949332,Rodriguez,Diane,26,Bizerte,Ouvrier,1026,2021-06-13,RISQUE
4385,72942341,Voisin,Franck,49,Ben Arous,Retraité,1357,2022-02-04,RISQUE
4386,40688223,Morel,Victoire,60,Bizerte,Indépendant,2616,2024-06-12,OK
4387,34760262,Perez,Paulette,34,Monastir,Fonctionnaire,1955,2021-09-20,A_VERIFIER
4388,42447383,Nguyen,Laetitia,41,Tunis,Cadre,3414,2024-04-20,A_VERIFIER
4389,68801935,Rousset,Guy,49,Gabès,Indépendant,3002,2024-11-27,OK
4390,90128181,Lecoq,Augustin,30,Ariana,Cadre,4591,2025-06-06,RISQUE
4391,35363046,Lecoq,Marc,31,Bizerte,Indépendant,3260,2023-11-07,OK
4392,15873085,Colas,Alexandre,41,Nabeul,Commerçant,2664,2022-06-12,A_VERIFIER
4393,55814884,Deschamps,Jérôme,36,Sfax,Fonctionnaire,2241,2024-02-15,OK
4394,72013345,Bourgeois,Lucy,59,Monastir,Indépendant,2527,2021-08-17,OK
4395,62520989,Gillet,Honoré,62,Ariana,Commerçant,2671,2023-08-18,A_VERIFIER
4396,77859758,Andre,Maurice,45,Gabès,Etudiant,136,2022-09-17,A_VERIFIER
4397,94183188,Leclercq,Xavier,45,Tunis,Cadre,3724,2024-11-17,A_VERIFIER
4398,13397006,Besnard,Daniel,67,Monastir,Indépendant,2225,2023-03-28,A_VERIFIER
4399,90753445,Evrard,Sébastien,48,Sfax,Ouvrier,1144,2025-11-19,A_VERIFIER
4400,31622207,Meunier,Emmanuelle,38,Nabeul,Commerçant,2711,2023-11-06,A_VERIFIER
4401,17611907,Marie,Marianne,31,Ben Arous,Retraité,1704,2021-09-13,OK
4402,65019090,Paul,Élisabeth,23,Bizerte,Commerçant,2760,2021-04-18,A_VERIFIER
4403,93025237,Fouquet,Jean,69,Sousse,Etudiant,176,2023-11-19,OK
4404,59710508,Morel,Guy,26,Gabès,Employé,1625,2022-01-11,RISQUE
4405,41361578,Robert,Alex,37,Ariana,Etudiant,239,2021-03-05,RISQUE
4406,85525880,Boyer,Sylvie,49,Ben Arous,Fonctionnaire,2389,2024-06-11,A_VERIFIER
4407,86095382,Mathieu,Maurice,48,Sfax,Employé,1525,2021-06-12,OK
4408,85650313,Morvan,David,47,Sfax,Commerçant,2202,2021-04-25,OK
4409,97088867,Ollivier,Henriette,35,Ariana,Ouvrier,1072,2024-06-06,RISQUE
4410,47912273,Torres,Laetitia,57,Ben Arous,Etudiant,323,2024-06-08,A_VERIFIER
4411,70353847,Bouvet,Noël,48,Ben Arous,Retraité,1338,2025-04-27,OK
4412,92222921,Deschamps,Adélaïde,33,Gabès,Etudiant,244,2025-01-06,RISQUE
4413,74307616,Brunet,Cécile,25,Ariana,Ouvrier,858,2025-09-16,A_VERIFIER
4414,58336521,Hubert,Guy,55,Ariana,Employé,1008,2023-08-03,A_VERIFIER
4415,95509203,Foucher,Jérôme,67,Ben Arous,Cadre,4366,2024-06-13,OK
4416,44522269,Renard,Alexandrie,36,Tunis,Employé,1681,2021-04-29,A_VERIFIER
4417,67946703,Ribeiro,Guy,70,Sfax,Employé,1606,2021-07-05,RISQUE
4418,71731037,Bouchet,Mathilde,53,Kairouan,Etudiant,87,2025-10-02,OK
4419,40465492,Maréchal,Gilbert,29,Ben Arous,Indépendant,2654,2024-02-24,OK
4420,37930832,Lebon,Astrid,30,Ben Arous,Retraité,847,2024-09-12,OK
4421,71818207,Peron,Catherine,57,Sfax,Cadre,5048,2024-12-03,A_VERIFIER
4422,62135917,Barthelemy,Aimée,50,Ben Arous,Commerçant,1933,2024-01-08,RISQUE
4423,53756453,Chartier,Andrée,66,Sousse,Ouvrier,1167,2022-04-12,OK
4424,81126909,Leclerc,Patrick,25,Bizerte,Etudiant,328,2022-12-29,OK
4425,35630898,Colas,Léon,39,Monastir,Etudiant,174,2024-03-28,RISQUE
4426,72193264,Lévy,Paulette,64,Bizerte,Retraité,1191,2024-08-14,RISQUE
4427,60307037,Weiss,Thibault,54,Monastir,Indépendant,3145,2022-12-18,RISQUE
4428,62724691,Blanchard,Charlotte,59,Gabès,Cadre,3757,2022-01-26,RISQUE
4429,82857235,Gilles,Catherine,69,Sfax,Indépendant,2971,2023-09-14,RISQUE
4430,93697650,Pasquier,Bernard,31,Kairouan,Indépendant,2562,2022-11-04,A_VERIFIER
4431,39149156,Marques,Françoise,23,Sousse,Employé,1164,2022-06-24,OK
4432,98536920,Jacob,Diane,40,Ariana,Cadre,2948,2024-10-26,RISQUE
4433,34201500,Pichon,André,45,Bizerte,Indépendant,3058,2022-11-26,A_VERIFIER
4434,61804106,Duhamel,Margot,22,Nabeul,Cadre,3922,2022-08-12,A_VERIFIER
4435,46684386,Vallet,Maggie,69,Tunis,Commerçant,2137,2025-12-09,OK
4436,30918595,Clerc,Andrée,70,Ben Arous,Indépendant,3387,2026-01-14,A_VERIFIER
4437,36549575,Fernandes,Antoinette,62,Sfax,Employé,1804,2023-11-03,A_VERIFIER
4438,72891711,Moulin,Nicole,30,Tunis,Commerçant,2245,2022-04-04,OK
4439,75321753,Gomes,Juliette,37,Monastir,Retraité,1442,2025-08-29,A_VERIFIER
4440,94300224,Da Silva,Margaret,66,Monastir,Retraité,1708,2021-12-21,A_VERIFIER
4441,18772342,Clément,Alphonse,50,Ben Arous,Commerçant,1829,2021-03-21,A_VERIFIER
4442,17080348,Rémy,Dominique,36,Ben Arous,Etudiant,268,2021-11-29,RISQUE
4443,52049592,Hamon,Luc,39,Nabeul,Ouvrier,1073,2022-06-05,OK
4444,38589967,Le Gall,Zoé,50,Bizerte,Cadre,4646,2021-09-16,RISQUE
4445,58712990,Ferrand,Thomas,25,Gabès,Indépendant,1544,2026-02-09,A_VERIFIER
4446,69943922,Ollivier,Yves,53,Kairouan,Cadre,3805,2022-08-21,A_VERIFIER
4447,48888385,Bailly,Eugène,51,Ariana,Etudiant,176,2025-12-04,A_VERIFIER
4448,31449657,Fernandes,Isaac,33,Sfax,Cadre,4308,2024-09-04,RISQUE
4449,25896810,Rossi,Laure,21,Ariana,Employé,1654,2024-08-18,OK
4450,31244038,Guilbert,Françoise,24,Tunis,Fonctionnaire,2574,2025-02-20,RISQUE
4451,47746670,Blot,Claude,61,Kairouan,Commerçant,2160,2023-04-08,A_VERIFIER
4452,25214980,Dupré,William,49,Bizerte,Etudiant,208,2024-12-06,A_VERIFIER
4453,23028371,Faivre,Augustin,43,Gabès,Retraité,1914,2022-04-20,A_VERIFIER
4454,61130128,Reynaud,Alex,44,Tunis,Fonctionnaire,2234,2025-03-15,RISQUE
4455,32878479,Gosselin,Alphonse,49,Monastir,Ouvrier,1169,2026-02-18,A_VERIFIER
4456,58638387,Besnard,Isabelle,63,Kairouan,Etudiant,274,2026-01-04,RISQUE
4457,34405301,Pons,Alphonse,30,Bizerte,Ouvrier,845,2025-04-30,A_VERIFIER
4458,86072327,Barre,Yves,67,Sfax,Retraité,1127,2021-11-14,OK
4459,59656286,Muller,Joseph,69,Sousse,Employé,1213,2022-04-18,OK
4460,93756036,Ribeiro,Margaret,38,Bizerte,Indépendant,3363,2024-06-29,OK
4461,30063671,Masson,Sophie,23,Sfax,Etudiant,349,2022-10-28,OK
4462,95123938,Lebrun,Stéphane,33,Bizerte,Employé,1950,2021-11-08,RISQUE
4463,57608618,Marion,Susanne,47,Ben Arous,Commerçant,2673,2025-05-10,A_VERIFIER
4464,12141515,Loiseau,Jeanne,34,Tunis,Fonctionnaire,2479,2024-09-12,OK
4465,32690870,Marchal,Claude,23,Sfax,Employé,1424,2023-04-19,RISQUE
4466,35772910,Blanchet,Roger,25,Sousse,Retraité,1183,2025-07-28,A_VERIFIER
4467,13146646,Camus,Timothée,64,Monastir,Employé,1734,2022-07-26,OK
4468,16980807,Delahaye,Olivier,63,Monastir,Ouvrier,1055,2023-10-03,A_VERIFIER
4469,45314481,Pons,Aurore,51,Sfax,Cadre,4312,2024-01-07,RISQUE
4470,15429877,Maillard,Océane,61,Nabeul,Cadre,4475,2025-01-16,RISQUE
4471,98504582,Faure,Xavier,63,Gabès,Employé,1620,2025-11-01,RISQUE
4472,14210921,Dumont,Laurence,59,Sousse,Fonctionnaire,2513,2021-03-28,OK
4473,86994349,Moreau,Thibaut,48,Monastir,Etudiant,357,2024-05-20,A_VERIFIER
4474,36795548,Lelièvre,Alex,53,Sfax,Cadre,4567,2024-06-13,A_VERIFIER
4475,14829577,Lemonnier,Margot,24,Gabès,Indépendant,3492,2023-06-12,A_VERIFIER
4476,60350701,Daniel,Aimée,27,Ben Arous,Fonctionnaire,2295,2025-07-04,RISQUE
4477,66977334,Cordier,Mathilde,35,Sousse,Commerçant,2173,2024-01-21,A_VERIFIER
4478,27762391,Perrot,Michelle,27,Kairouan,Employé,1713,2023-05-16,RISQUE
4479,84139544,Olivier,Claudine,47,Bizerte,Cadre,3436,2023-07-18,A_VERIFIER
4480,45792181,Perez,Catherine,40,Ariana,Cadre,4864,2021-11-13,OK
4481,99418882,Julien,Danielle,60,Monastir,Employé,1291,2022-02-10,RISQUE
4482,13088008,Rodriguez,Susan,70,Nabeul,Ouvrier,1038,2022-01-21,OK
4483,42609677,Sanchez,Joseph,46,Bizerte,Indépendant,2308,2024-04-28,OK
4484,18718672,Brunet,Henriette,51,Tunis,Indépendant,3287,2023-03-01,A_VERIFIER
4485,21728894,Sanchez,Alain,28,Sfax,Cadre,4230,2021-04-05,OK
